"date","title","video_id","viewCount","likeCount","dislikeCount","commentCount","source"
2018-01-10,"Serena Williams Tears Up an Airport Runway | Vogue","WUxZCvYkwss","423288","8438","300","377","Vogue"
2018-01-16,"Jordyn Woods’s 3-Step Guide to Contouring | Beauty Secrets | Vogue","uBsBOTGBwBg","2502654","68551","2292","1902","Vogue"
2018-01-25,"24 Hours With BTS in L.A. | Vogue","HvPbH30KWLE","2336295","283177","1263","13461","Vogue"
2018-01-29,"Migos Get Ready for the Grammys | Vogue","dMMBB89BxMw","1179121","21838","517","1011","Vogue"
2018-01-31,"73 Questions With Donatella Versace | Vogue","IkV5VpEROW0","3321828","75831","1644","4110","Vogue"
2018-02-06,"Tinashe Teaches a Master Class in the Daytime Smoky Eye | Beauty Secrets | Vogue","9eEwbgRFxZk","641753","18176","355","611","Vogue"
2018-02-08,"Alicia Vikander Has All the Answers...Or Does She? | Magic Diner Part II | Vogue","oeJXqHgnMUk","332650","4913","241","156","Vogue"
2018-02-11,"Inside Alexander Wang's Fall 2018 Show | Vogue","Euw0MHS_f6Y","143586","4861","58","132","Vogue"
2018-02-12,"Victoria Beckham Takes You Behind the Scenes of Her Fall 2018 Show | Vogue","9_2vkVA8p-8","136438","2516","45","66","Vogue"
2018-02-13,"Gigi & Bella Hadid Walk In Anna Sui's Fall 2018 Show | Vogue","kkgjLUdng7Y","86919","2424","71","104","Vogue"
2018-02-16,"Anna Wintour Breaks Down the Best Moments of New York Fashion Week | Vogue","dVNZYskqdEc","141229","4607","90","180","Vogue"
2018-02-17,"Jessica Jung Gets Ready for Her Fashion Week Adventure | Vogue","uTZsEadknO0","564240","14253","347","546","Vogue"
2018-02-21,"Anna Wintour on 5 Highlight Shows From London Fashion Week | Vogue","N-GDkzZHXmQ","60477","2002","22","54","Vogue"
2018-02-27,"R&B Singer Maxine Ashley Has the Secret to a Perfect Cat Eye | Beauty Secrets | Vogue","BYV34Abg35c","468236","15158","236","323","Vogue"
2018-02-27,"Anna Wintour On the Best Moments of Milan Fashion Week | Vogue","1lHCRQPxTpY","65502","1962","32","86","Vogue"
2018-02-28,"73 Questions With Lilly Singh | Vogue","B1r4Z3nXPVA","2875520","149854","2765","6403","Vogue"
2018-03-01,"Cardi B, Paris Jackson, Ashley Graham, and More in the Best Looks of New York Fashion Week Fall 2018","-PmiQyKhZtc","319049","13141","219","424","Vogue"
2018-03-03,"Olivier Rousteing Imagines Balmain in 2050 | Vogue","X0O6pNqCwSw","39795","1484","30","65","Vogue"
2018-03-07,"Sudanese Models Share Their Stories | Vogue","ZgJeXyUPwLI","216633","10483","71","660","Vogue"
2018-03-08,"Demi Lovato, Unfiltered: A Pop Star Removes Her Makeup | Vogue","VVxQ9HC2aeY","4141985","158594","2334","7699","Vogue"
2018-03-09,"The Hair Queens of Chicago | American Women | Vogue","-aXSjp5eXKs","119454","7980","51","418","Vogue"
2018-03-12,"Anna Wintour Shares Her Favorite Moments From Paris Fashion Week | Vogue","z7NJcsSt1Uk","94806","2463","57","136","Vogue"
2018-03-13,"Rosie Huntington-Whiteley's Guide to Perfect Baby Skin | Beauty Secrets | Vogue","XSg9Xc3ie_A","1550584","35227","507","950","Vogue"
2018-03-14,"Kendall Jenner Asks Herself Some Existential Questions | Vogue","49wGna0UTB8","1274700","35471","6405","2602","Vogue"
2018-03-23,"The 28 Best Looks From the Paris Collections | Vogue","Wv8w4qGn9lY","50512","2904","32","98","Vogue"
2018-03-26,"RHOBH's Erika Jayne Works 24 Hours at Vogue","4IG0freUoog","333041","7528","352","457","Vogue"
2018-03-28,"French Supermodel Cindy Bruna's Guide to the Parisian Smoky Eye | Beauty Secrets | Vogue","s7Cn0XHvBx0","480066","19271","142","469","Vogue"
2018-03-29,"73 Questions With CL | Vogue","5hpuoMilm_4","2435865","187336","2423","12860","Vogue"
2018-03-30,"Kaley Cuoco’s Mystery Ex-Boyfriend Was a Bad Tipper | Sad Hot Girls | Vogue","dDuJnlWjymw","480217","8441","842","797","Vogue"
2018-04-11,"Inside the Life of Bella Thorne | Vogue","RzUpJd9DZbM","3934080","158811","8111","8335","Vogue"
2018-04-12,"Model Adut Akech's 5-Minute Bedtime Routine for Glowing Skin | Beauty Secrets | Vogue","VICWIhLUbU4","425493","15366","167","779","Vogue"
2018-04-18,"24 Hours With Camila Cabello: Inside Her First Headlining Tour | Vogue","M84oouivF7k","1057072","39024","644","1497","Vogue"
2018-04-19,"Miranda Kerr Rewrites the Maternity Fashion Rules | Vogue","dPjTLtVyjJc","290129","4347","261","202","Vogue"
2018-04-20,"Haim Gets Ready for Coachella | Vogue","FhhlMSpvCQE","233341","5172","177","164","Vogue"
2018-04-24,"Hailey Baldwin’s 5-Step Guide to Faking a California Glow | Beauty Secrets | Vogue","t5uVXqNLMDc","3458398","94030","3180","2460","Vogue"
2018-04-26,"73 Questions With Rosie Huntington-Whiteley | Vogue","6sSQZw6G2yA","1333055","32024","403","1457","Vogue"
2018-04-30,"Lilly Singh's Social Media Dating Life | Sad Hot Girls | Vogue","D-jStOgXrK8","363284","18750","278","805","Vogue"
2018-05-03,"Rihanna's Epic 10-Minute Guide to Going Out Makeup | Beauty Secrets | Vogue","KONe4SNFA64","13564999","747921","7836","31101","Vogue"
2018-05-08,"Blake Lively Had a Party Bus Dance-Off on the Way to the Met Gala | Vogue","B-SKZNupk-8","1137770","32583","177","791","Vogue"
2018-05-08,"Cardi B on Her Kicking Baby and Pearl-Covered Dress | Met Gala 2018 With Liza Koshy | Vogue","DB7jILEzjAM","2403725","63726","792","1889","Vogue"
2018-05-08,"Nick Jonas Gets Met Gala Ready: Push-ups, Pizza, and Dreams of Rihanna | Vogue","Zztw2nc_ERw","577629","18064","178","686","Vogue"
2018-05-08,"Tiffany Haddish and Karlie Kloss on Dancing With Michael B. Jordan | Met Gala 2018 With Liza Koshy","eX_ChUOi6Dc","571217","15035","92","329","Vogue"
2018-05-08,"Cole Sprouse on Interning at the Met and His Artistic Aspirations | Met Gala 2018 With Liza Koshy","GuKSrYux-Is","1398592","49109","162","1116","Vogue"
2018-05-08,"Brooke Shields Takes Us Inside Her Manhattan Townhouse on Met Gala Day | Vogue","2QfPtqWwT20","405099","4317","145","284","Vogue"
2018-05-08,"Inside Katy Perry’s Over the Top Met Gala | Vogue","aeLselsHtiA","869688","13370","651","853","Vogue"
2018-05-08,"Selena Gomez on Her Faith and Her Queen Esther Inspired Dress | Met Gala 2018 With Liza Koshy","8H5OP5xX1qk","3358999","70454","1729","2919","Vogue"
2018-05-08,"Troye Sivan on Unironically Loving Vegemite | Met Gala 2018 With Liza Koshy | Vogue","JKXlkPyQ2HM","790199","23306","175","640","Vogue"
2018-05-08,"Kylie Jenner and Travis Scott on Their Parents' Night Out | Met Gala 2018 With Liza Koshy | Vogue","tDxhPwtvkyw","3687892","60460","1851","3676","Vogue"
2018-05-08,"Michael B. Jordan on His High Expectations for the Met Gala | Met Gala 2018 With Liza Koshy | Vogue","e2A7qA-2JrM","823527","24864","73","1355","Vogue"
2018-05-08,"Idris Elba on His Self-Designed Suit | Met Gala 2018 With Liza Koshy | Vogue","pe5aYGPtsP4","259847","5256","48","203","Vogue"
2018-05-08,"Miley Cyrus, Paris Jackson & Stella McCartney on Sustainable Fashion | Met Gala 2018 With Liza Koshy","I2c1qBsA4WU","3741338","38388","1962","1500","Vogue"
2018-05-08,"Shawn Mendes and Hailey Baldwin on Who Looks Better at the Met Gala | Met Gala 2018 With Liza Koshy","Zl5CpGbvaIo","2162605","60605","871","1743","Vogue"
2018-05-08,"Rihanna on Her Divine Dress and Co-Hosting With Anna Wintour | Met Gala 2018 With Liza Koshy","UE-kaxIiNPQ","2653523","70749","1522","2762","Vogue"
